Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
coral-reef-platter,Coral Reef Platter,"<p>Coral Reef Platter — round teal resin platter with crackle texture.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-3012,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3012.jpeg,1,Coral Reef Platter — round teal resin platter with crackle texture,draft
coral-reef-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3013.jpeg,2,Coral Reef Platter view 2,
coral-reef-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3014.jpeg,3,Coral Reef Platter texture closeup,
coral-reef-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3209.jpeg,4,Coral Reef Platter outdoor photo,
coral-reef-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3210.jpeg,5,Coral Reef Platter outdoor with hand for scale,
coral-reef-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3275.jpeg,6,Coral Reef Platter outdoor view 2,
wild-rose-platter,Wild Rose Platter,"<p>Wild Rose Platter — round pink starburst resin platter with crystal centre.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-3015,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3015.jpeg,1,Wild Rose Platter — round pink starburst resin platter with crystal centre,draft
wild-rose-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3016.jpeg,2,Wild Rose Platter view 2,
wild-rose-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3017.jpeg,3,Wild Rose Platter edge closeup,
wild-rose-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3278.jpeg,4,Wild Rose Platter outdoor photo,
wild-rose-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3279.jpeg,5,Wild Rose Platter outdoor edge detail,
wild-rose-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3280.jpeg,6,Wild Rose Platter outdoor view 3,
wild-rose-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3277.jpeg,7,Wild Rose Platter on glass table,
midnight-forest-tray,Midnight Forest Tray,"<p>Midnight Forest Tray — deep blue resin rectangular tray with silver twig handles.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-3018,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3018.jpeg,1,Midnight Forest Tray — deep blue resin rectangular tray with silver twig handles,draft
midnight-forest-tray,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3019.jpeg,2,Midnight Forest Tray view 2,
midnight-forest-tray,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3021.jpeg,3,Midnight Forest Tray handle closeup,
midnight-forest-tray,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3207.jpeg,4,Midnight Forest Tray outdoor photo,
sunstone-platter,Sunstone Platter,"<p>Sunstone Platter — oval resin platter with copper and blue crackle pattern.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-3022,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3022.jpeg,1,Sunstone Platter — oval resin platter with copper and blue crackle pattern,draft
sunstone-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3023.jpeg,2,Sunstone Platter view 2,
sunstone-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3024.jpeg,3,Sunstone Platter texture closeup,
sunstone-platter,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3208.jpeg,4,Sunstone Platter outdoor photo,
chrysanthemum-plate,Chrysanthemum Plate,"<p>Chrysanthemum Plate — clear resin plate with embedded yellow chrysanthemum flower.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-3025,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3025.jpeg,1,Chrysanthemum Plate — clear resin plate with embedded yellow chrysanthemum flower,draft
chrysanthemum-plate,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3026.jpeg,2,Chrysanthemum Plate view 2,
chrysanthemum-plate,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3027.jpeg,3,Chrysanthemum Plate view 3,
chrysanthemum-plate,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3028.jpeg,4,Chrysanthemum Plate flower closeup,
chrysanthemum-plate,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3276.jpeg,5,Chrysanthemum Plate outdoor photo,
lavender-dream-tray,Lavender Dream Tray,"<p>Lavender Dream Tray — white-rimmed resin tray with purple iris and crystal detail.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-3273,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3273.jpeg,1,Lavender Dream Tray — white-rimmed resin tray with purple iris and crystal detail,draft
lavender-dream-tray,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3274.jpeg,2,Lavender Dream Tray view 2,
northern-lights-bowl-set,Northern Lights Bowl Set,"<p>Northern Lights Bowl Set — pair of small resin bowls in teal and purple.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-3029,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3029.jpeg,1,Northern Lights Bowl Set — pair of small resin bowls in teal and purple,draft
northern-lights-bowl-set,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3031.jpeg,2,Northern Lights Bowl Set view 2,
northern-lights-bowl-set,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3283.jpeg,3,Northern Lights Bowl Set view 3,
northern-lights-bowl-set,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3281.jpeg,4,Northern Lights Bowl outdoor photo,
northern-lights-bowl-set,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3282.jpeg,5,Northern Lights Bowl held in hand outdoors,
air-plant-hands,Air Plant Hands,"<p>Air Plant Hands — silver pearl resin cupped hands holding an air plant.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Decorative Accents, Home Decor",FALSE,Title,Default Title,WC-2974,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2974.jpeg,1,Air Plant Hands — silver pearl resin cupped hands holding an air plant,draft
air-plant-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2975.jpeg,2,Air Plant Hands view 2,
air-plant-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2976.jpeg,3,Air Plant Hands top view,
air-plant-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2977.jpeg,4,Air Plant Hands closeup,
air-plant-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3211.jpeg,5,Air Plant Hands outdoor photo,
rose-garden-hands,Rose Garden Hands,"<p>Rose Garden Hands — pink gold shimmer resin hands holding dried roses.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Decorative Accents, Home Decor",FALSE,Title,Default Title,WC-2978,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2978.jpeg,1,Rose Garden Hands — pink gold shimmer resin hands holding dried roses,draft
rose-garden-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2979.jpeg,2,Rose Garden Hands side view,
rose-garden-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2980.jpeg,3,Rose Garden Hands front view,
rose-garden-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2981.jpeg,4,Rose Garden Hands closeup,
rose-garden-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3212.jpeg,5,Rose Garden Hands outdoor photo,
candy-hands,Candy Hands,"<p>Candy Hands — blue transparent resin hands holding M&amp;Ms.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Decorative Accents, Home Decor",FALSE,Title,Default Title,WC-2982,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2982.jpeg,1,Candy Hands — blue transparent resin hands holding M&amp;Ms,draft
candy-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2983.jpeg,2,Candy Hands front view,
candy-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2984.jpeg,3,Candy Hands side view,
candy-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3213.jpeg,4,Candy Hands outdoor photo,
moonbeam-hands,Moonbeam Hands,"<p>Moonbeam Hands — iridescent aqua clear resin cupped hands.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Decorative Accents, Home Decor",FALSE,Title,Default Title,WC-2985,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2985.jpeg,1,Moonbeam Hands — iridescent aqua clear resin cupped hands,draft
moonbeam-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2986.jpeg,2,Moonbeam Hands front view,
moonbeam-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2987.jpeg,3,Moonbeam Hands with flowers,
moonbeam-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2988.jpeg,4,Moonbeam Hands with flowers view 2,
moonbeam-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2989.jpeg,5,Moonbeam Hands dark background,
moonbeam-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2990.jpeg,6,Moonbeam Hands dark background view 2,
moonbeam-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3214.jpeg,7,Moonbeam Hands outdoor photo,
m-amp-m-hands,M&amp;M Hands,"<p>M&amp;M Hands — resin cupped hands completely embedded with M&amp;M candies.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Decorative Accents, Home Decor",FALSE,Title,Default Title,WC-2991,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2991.jpeg,1,M&amp;M Hands — resin cupped hands completely embedded with M&amp;M candies,draft
m-amp-m-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2992.jpeg,2,M&amp;M Hands top view,
m-amp-m-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2993.jpeg,3,M&amp;M Hands front view,
m-amp-m-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3215.jpeg,4,M&amp;M Hands outdoor photo,
m-amp-m-hands,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2994.jpeg,5,M&amp;M Hands top view with M&amp;Ms,
